date,state,race,state_name,population,Cases,Deaths,Hosp,Tests
2020-04-19,CO,Black,Colorado,234828,707,36,missing,missing
2020-04-19,CO,Multiracial,Colorado,707670,155,3,missing,missing
2020-04-19,CO,NHPI,Colorado,10287,53,4,missing,missing
2020-04-19,CO,Other,Colorado,464046,102,0,missing,missing
2020-04-19,CO,Total,Colorado,7037104,9730,422,missing,missing
2020-04-19,CO,White,Colorado,4082927,5381,294,missing,missing
2020-04-19,CT,Asian,Connecticut,172455,214,14,missing,missing
2020-04-19,CT,Black,Connecticut,388675,1782,171,missing,missing
2020-04-19,CT,Latinx,Connecticut,623293,2286,100,missing,missing
2020-04-19,CT,Other,Connecticut,299133,120,11,missing,missing
2020-04-19,CT,Total,Connecticut,4229237,17962,1127,missing,missing
2020-04-19,CT,White,Connecticut,2395128,4876,766,missing,missing
2020-04-19,DC,AIAN,District of Columbia,3193,12,missing,missing,missing
2020-04-19,DC,Asian,District of Columbia,33545,51,2,missing,missing
2020-04-19,DC,Black,District of Columbia,285810,1403,75,missing,missing
2020-04-19,DC,Latinx,District of Columbia,77652,missing,8,missing,missing
2020-04-19,DC,Multiracial,District of Columbia,56077,390,missing,missing,missing
2020-04-19,DC,NHPI,District of Columbia,432,12,missing,missing,missing
2020-04-19,DC,Other,District of Columbia,37294,missing,0,missing,missing
2020-04-19,DC,Total,District of Columbia,767197,2793,96,missing,missing
2020-04-19,DC,White,District of Columbia,273194,548,11,missing,missing
2020-04-19,DE,Other,Delaware,48509,missing,3,missing,missing
2020-04-19,DE,White,Delaware,597763,missing,16,missing,missing
2020-04-19,GA,AIAN,Georgia,50618,16,1,missing,missing
2020-04-19,GA,Asian,Georgia,479028,178,9,missing,missing
2020-04-19,GA,Black,Georgia,3320513,4798,362,missing,missing
2020-04-19,GA,Latinx,Georgia,1123457,871,24,missing,missing
2020-04-19,GA,NHPI,Georgia,7299,9,1,missing,missing
2020-04-19,GA,Other,Georgia,555059,130,3,missing,missing
2020-04-19,GA,Total,Georgia,11835365,18489,689,missing,missing
2020-04-19,GA,White,Georgia,5555483,3284,249,missing,missing
2020-04-19,IA,Asian,Iowa,75629,136,missing,missing,missing
2020-04-19,IA,Black,Iowa,131972,293,missing,missing,missing
2020-04-19,IA,Other,Iowa,88720,40,missing,missing,missing
2020-04-19,IA,Total,Iowa,3406355,2902,missing,missing,missing
2020-04-19,IA,White,Iowa,2694521,1912,missing,missing,missing
2020-04-19,IL,AIAN,Illinois,96498,46,512,missing,167
2020-04-19,IL,Asian,Illinois,754878,1085,51,missing,4144
2020-04-19,IL,Black,Illinois,1808271,7498,502,missing,26514
2020-04-19,IL,Latinx,Illinois,2337410,4913,134,missing,12951
2020-04-19,IL,Multiracial,Illinois,1144984,missing,missing,missing,0
2020-04-19,IL,NHPI,Illinois,4501,39,2,missing,117
2020-04-19,IL,Other,Illinois,1135149,1324,15,missing,8257
2020-04-19,IL,Total,Illinois,15149918,30357,1791,missing,173635
2020-04-19,IL,White,Illinois,7868227,7554,501,missing,41115
2020-04-19,IN,Asian,Indiana,167959,89,2,missing,missing
2020-04-19,IN,Black,Indiana,648513,1961,106,missing,missing
2020-04-19,IN,Other,Indiana,261312,1446,47,missing,missing
2020-04-19,IN,Total,Indiana,7339719,11210,562,missing,missing
2020-04-19,IN,White,Indiana,5241795,5605,374,missing,missing
2020-04-19,KS,AIAN,Kansas,30995,9,1,missing,77
2020-04-19,KS,Asian,Kansas,86273,27,0,missing,166
2020-04-19,KS,Black,Kansas,168809,314,27,missing,911
2020-04-19,KS,Latinx,Kansas,382603,missing,missing,missing,0
2020-04-19,KS,Multiracial,Kansas,280507,missing,missing,missing,0
2020-04-19,KS,NHPI,Kansas,3412,missing,missing,missing,0
2020-04-19,KS,Other,Kansas,145422,42,0,missing,361
2020-04-19,KS,Total,Kansas,3320483,1849,92,missing,18130
2020-04-19,KS,White,Kansas,2222462,1141,53,missing,8457
2020-04-19,KY,AIAN,Kentucky,12801,1,missing,missing,missing
2020-04-19,KY,Asian,Kentucky,74426,111,1,missing,missing
2020-04-19,KY,Black,Kentucky,362417,389,32,missing,missing
2020-04-19,KY,Multiracial,Kentucky,244840,159,missing,missing,missing
2020-04-19,KY,Total,Kentucky,4713690,2960,148,missing,missing
2020-04-19,KY,White,Kentucky,3711254,2300,115,missing,missing
2020-04-19,LA,AIAN,Louisiana,31657,missing,0,missing,missing
2020-04-19,LA,Asian,Louisiana,86438,missing,10,missing,missing
2020-04-19,LA,Black,Louisiana,1464023,missing,751,missing,missing
2020-04-19,LA,NHPI,Louisiana,1911,missing,1,missing,missing
2020-04-19,LA,Other,Louisiana,142699,missing,8,missing,missing
2020-04-19,LA,Total,Louisiana,4980306,missing,1277,missing,missing
2020-04-19,LA,White,Louisiana,2657652,missing,383,missing,missing
2020-04-19,MA,Asian,Massachusetts,507934,538,30,missing,missing
2020-04-19,MA,Black,Massachusetts,494029,2524,78,missing,missing
2020-04-19,MA,Latinx,Massachusetts,887685,3818,81,missing,missing
2020-04-19,MA,Other,Massachusetts,496731,1239,41,missing,missing
2020-04-19,MA,Total,Massachusetts,7917602,38077,1706,missing,missing
2020-04-19,MA,White,Massachusetts,4896037,7640,520,missing,missing
2020-04-19,MD,Asian,Maryland,420944,276,15,missing,missing
2020-04-19,MD,Black,Maryland,1820472,4855,196,missing,missing
2020-04-19,MD,Latinx,Maryland,729745,1639,21,missing,missing
2020-04-19,MD,Other,Maryland,410941,505,14,missing,missing
2020-04-19,MD,Total,Maryland,6906969,12830,486,missing,missing
2020-04-19,MD,White,Maryland,3007874,3037,159,missing,missing
2020-04-19,MI,AIAN,Michigan,61261,157,missing,missing,missing
2020-04-19,MI,Asian,Michigan,334300,628,23,missing,missing
2020-04-19,MI,Black,Michigan,1376579,10369,956,missing,missing
2020-04-19,MI,Multiracial,Michigan,635315,1885,47,missing,missing
2020-04-19,MI,Other,Michigan,221851,942,47,missing,missing
2020-04-19,MI,Total,Michigan,10641753,31892,2387,missing,missing
2020-04-19,MI,White,Michigan,7444974,9427,1028,missing,missing
2020-04-19,MN,AIAN,Minnesota,68641,23,1,missing,missing
2020-04-19,MN,Asian,Minnesota,299190,117,0,missing,missing
2020-04-19,MN,Black,Minnesota,398434,282,5,missing,missing
2020-04-19,MN,NHPI,Minnesota,2918,11,0,missing,missing
2020-04-19,MN,Other,Minnesota,168444,94,0,missing,missing
2020-04-19,MN,Total,Minnesota,6052134,2387,133,missing,missing
2020-04-19,MN,White,Minnesota,4423146,1484,100,missing,missing
2020-04-19,MO,Black,Missouri,699840,1643,51,missing,missing
2020-04-19,MO,Multiracial,Missouri,413171,170,5,missing,missing
2020-04-19,MO,Other,Missouri,127942,113,3,missing,missing
2020-04-19,MO,Total,Missouri,6457981,5665,174,missing,missing
2020-04-19,MO,White,Missouri,4740335,2153,66,missing,missing
2020-04-19,MS,Black,Mississippi,1084481,2203,100,missing,missing
2020-04-19,MS,Other,Mississippi,56860,337,1,missing,missing
2020-04-19,MS,Total,Mississippi,3066499,4274,159,missing,missing
2020-04-19,MS,White,Mississippi,1658893,1407,57,missing,missing
2020-04-19,MT,AIAN,Montana,67612,20,missing,missing,missing
2020-04-19,MT,Asian,Montana,8300,1,missing,missing,missing
2020-04-19,MT,Black,Montana,5484,2,missing,missing,missing
2020-04-19,MT,Other,Montana,14089,2,missing,missing,missing
2020-04-19,MT,Total,Montana,1129424,433,missing,missing,missing
2020-04-19,MT,White,Montana,916524,354,missing,missing,missing
2020-04-19,NC,AIAN,North Carolina,130032,24,0,missing,missing
2020-04-19,NC,Asian,North Carolina,343051,93,1,missing,missing
2020-04-19,NC,Black,North Carolina,2140217,1921,62,missing,missing
2020-04-19,NC,NHPI,North Carolina,8518,12,0,missing,missing
2020-04-19,NC,Other,North Carolina,617390,206,4,missing,missing
2020-04-19,NC,Total,North Carolina,11557984,6493,172,missing,missing
2020-04-19,NC,White,North Carolina,6488459,2664,96,missing,missing
2020-04-19,NJ,Asian,New Jersey,950090,missing,226,missing,missing
2020-04-19,NJ,Black,New Jersey,1219770,missing,924,missing,missing
2020-04-19,NJ,Latinx,New Jersey,2002575,missing,701,missing,missing
2020-04-19,NJ,Other,New Jersey,1048641,missing,201,missing,missing
2020-04-19,NJ,Total,New Jersey,11291569,missing,4190,missing,missing
2020-04-19,NJ,White,New Jersey,5112280,missing,2138,missing,missing
2020-04-19,NM,AIAN,New Mexico,212241,704,missing,missing,missing
2020-04-19,NM,Asian,New Mexico,37469,29,missing,missing,missing
2020-04-19,NM,Black,New Mexico,45904,47,missing,missing,missing
2020-04-19,NM,Latinx,New Mexico,1010811,443,missing,missing,missing
2020-04-19,NM,Total,New Mexico,3128333,1825,missing,missing,missing
2020-04-19,NM,White,New Mexico,1078937,376,missing,missing,missing
2020-04-19,NY,Asian,New York,1933127,missing,457,missing,missing
2020-04-19,NY,Black,New York,2986172,missing,1862,missing,missing
2020-04-19,NY,Latinx,New York,3948032,missing,2091,missing,missing
2020-04-19,NY,Other,New York,2210633,missing,304,missing,missing
2020-04-19,NY,Total,New York,24149281,missing,10578,missing,missing
2020-04-19,NY,White,New York,11143349,missing,2824,missing,missing
2020-04-19,OH,AIAN,Ohio,30720,6,missing,missing,missing
2020-04-19,OH,Asian,Ohio,298509,167,1,missing,missing
2020-04-19,OH,Black,Ohio,1478781,2415,68,missing,missing
2020-04-19,OH,Multiracial,Ohio,681372,731,14,missing,missing
2020-04-19,OH,NHPI,Ohio,5034,5,missing,missing,missing
2020-04-19,OH,Other,Ohio,224344,1086,7,missing,missing
2020-04-19,OH,Total,Ohio,12320756,11602,471,missing,missing
2020-04-19,OH,White,Ohio,9080688,5758,327,missing,missing
2020-04-19,OR,AIAN,Oregon,62993,9,missing,missing,missing
2020-04-19,OR,Asian,Oregon,194538,48,missing,missing,missing
2020-04-19,OR,Black,Oregon,82655,31,missing,missing,missing
2020-04-19,OR,Multiracial,Oregon,443339,27,missing,missing,missing
2020-04-19,OR,NHPI,Oregon,19204,13,missing,missing,missing
2020-04-19,OR,Other,Oregon,265431,288,missing,missing,missing
2020-04-19,OR,Total,Oregon,4826013,1914,missing,missing,missing
2020-04-19,OR,White,Oregon,3169096,766,missing,missing,missing
2020-04-19,SC,Asian,South Carolina,90466,70,missing,missing,missing
2020-04-19,SC,Black,South Carolina,1280531,1442,44,missing,missing
2020-04-19,SC,Other,South Carolina,177876,105,2,missing,missing
2020-04-19,SC,Total,South Carolina,5471263,3519,106,missing,missing
2020-04-19,SC,White,South Carolina,3243442,1759,60,missing,missing
2020-04-19,TN,Asian,Tennessee,135615,130,3,missing,missing
2020-04-19,TN,Black,Tennessee,1092948,1470,47,missing,missing
2020-04-19,TN,Other,Tennessee,246282,418,2,missing,missing
2020-04-19,TN,Total,Tennessee,7390027,7070,148,missing,missing
2020-04-19,TN,White,Tennessee,4990938,3347,88,missing,missing
2020-04-19,TX,Asian,Texas,1585480,110,1,missing,missing
2020-04-19,TX,Black,Texas,3552997,296,18,missing,missing
2020-04-19,TX,Latinx,Texas,11441717,663,30,missing,missing
2020-04-19,TX,Other,Texas,3951366,18,missing,missing,missing
2020-04-19,TX,Total,Texas,40587222,2574,189,missing,missing
2020-04-19,TX,White,Texas,14609365,944,69,missing,missing
2020-04-19,VA,Black,Virginia,1607581,1578,missing,missing,missing
2020-04-19,VA,Other,Virginia,446650,1059,missing,missing,missing
2020-04-19,VA,Total,Virginia,9540142,8537,missing,missing,missing
2020-04-19,VA,White,Virginia,5208856,2830,missing,missing,missing
2020-04-19,WA,AIAN,Washington,121468,97,7,missing,missing
2020-04-19,WA,Asian,Washington,730596,691,59,missing,missing
2020-04-19,WA,Black,Washington,307565,464,16,missing,missing
2020-04-19,WA,Latinx,Washington,1059213,1835,38,missing,missing
2020-04-19,WA,Multiracial,Washington,836659,1,7,missing,missing
2020-04-19,WA,NHPI,Washington,64933,95,3,missing,missing
2020-04-19,WA,Other,Washington,513140,129,12,missing,missing
2020-04-19,WA,Total,Washington,8764494,11790,634,missing,missing
2020-04-19,WA,White,Washington,5130920,3703,414,missing,missing
2020-04-19,WI,AIAN,Wisconsin,60428,37,2,missing,missing
2020-04-19,WI,Asian,Wisconsin,175702,116,5,missing,missing
2020-04-19,WI,Black,Wisconsin,376256,1025,80,missing,missing
2020-04-19,WI,Other,Wisconsin,182054,145,0,missing,missing
2020-04-19,WI,Total,Wisconsin,6341008,4346,220,missing,missing
2020-04-19,WI,White,Wisconsin,4737545,2214,132,missing,missing
2020-04-22,AK,AIAN,Alaska,111575,18,2,missing,missing
2020-04-22,AK,Asian,Alaska,44032,37,2,missing,missing
2020-04-22,AK,Black,Alaska,21898,7,0,missing,missing
2020-04-22,AK,Multiracial,Alaska,89524,10,0,missing,missing
2020-04-22,AK,NHPI,Alaska,12698,6,1,missing,missing
2020-04-22,AK,Other,Alaska,18272,7,0,missing,missing
2020-04-22,AK,Total,Alaska,783215,335,9,missing,missing
2020-04-22,AK,White,Alaska,435392,184,2,missing,missing
2020-04-22,AL,Asian,Alabama,76660,42,2,missing,missing
2020-04-22,AL,Black,Alabama,1296162,1842,75,missing,missing
2020-04-22,AL,Other,Alabama,137443,110,0,missing,missing
2020-04-22,AL,Total,Alabama,5288326,4903,160,missing,missing
2020-04-22,AL,White,Alabama,3220452,2296,79,missing,missing
2020-04-22,AR,AIAN,Arkansas,27177,5,missing,missing,missing
2020-04-22,AR,Asian,Arkansas,51839,25,missing,missing,missing
2020-04-22,AR,Black,Arkansas,453783,654,14,missing,missing
2020-04-22,AR,Multiracial,Arkansas,213575,10,missing,missing,missing
2020-04-22,AR,NHPI,Arkansas,14533,9,missing,missing,missing
2020-04-22,AR,Other,Arkansas,136105,70,missing,missing,missing
2020-04-22,AR,Total,Arkansas,3268371,2276,42,missing,missing
2020-04-22,AR,White,Arkansas,2114512,1179,25,missing,missing
2020-04-22,AZ,AIAN,Arizona,319512,744,48,missing,missing
2020-04-22,AZ,Asian,Arizona,257430,77,3,missing,missing
2020-04-22,AZ,Black,Arizona,339150,200,8,missing,missing
2020-04-22,AZ,Latinx,Arizona,2192253,946,34,missing,missing
2020-04-22,AZ,Other,Arizona,899870,86,2,missing,missing
2020-04-22,AZ,Total,Arizona,9343755,5459,229,missing,missing
2020-04-22,AZ,White,Arizona,4322337,1822,110,missing,missing
2020-04-22,CA,AIAN,California,631016,50,4,missing,missing
2020-04-22,CA,Asian,California,6085947,3020,206,missing,missing
2020-04-22,CA,Black,California,2237044,1630,138,missing,missing
2020-04-22,CA,Latinx,California,15579652,9701,364,missing,missing
2020-04-22,CA,Multiracial,California,5760235,189,3,missing,missing
2020-04-22,CA,NHPI,California,157263,50,14,missing,missing
2020-04-22,CA,Other,California,8370596,1735,24,missing,missing
2020-04-22,CA,Total,California,55117875,35396,1293,missing,missing
2020-04-22,CA,White,California,16296122,6982,417,missing,missing
2020-04-22,CO,AIAN,Colorado,74129,55,1,missing,missing
2020-04-22,CO,Asian,Colorado,199827,301,16,missing,missing
2020-04-22,CO,Black,Colorado,234828,821,37,missing,missing
2020-04-22,CO,Multiracial,Colorado,707670,177,4,missing,missing
2020-04-22,CO,NHPI,Colorado,10287,64,5,missing,missing
2020-04-22,CO,Other,Colorado,464046,118,2,missing,missing
2020-04-22,CO,Total,Colorado,7037104,10878,508,missing,missing
2020-04-22,CO,White,Colorado,4082927,5858,353,missing,missing
2020-04-22,CT,Asian,Connecticut,172455,299,15,missing,missing
2020-04-22,CT,Black,Connecticut,388675,2368,230,missing,missing
2020-04-22,CT,Latinx,Connecticut,623293,3145,139,missing,missing
2020-04-22,CT,Other,Connecticut,299133,141,13,missing,missing
2020-04-22,CT,Total,Connecticut,4229237,22469,1544,missing,missing
2020-04-22,CT,White,Connecticut,2395128,6706,1096,missing,missing
2020-04-22,DC,AIAN,District of Columbia,3193,11,missing,missing,missing
2020-04-22,DC,Asian,District of Columbia,33545,57,3,missing,missing
2020-04-22,DC,Black,District of Columbia,285810,1595,102,missing,missing
2020-04-22,DC,Latinx,District of Columbia,77652,missing,8,missing,missing
2020-04-22,DC,Multiracial,District of Columbia,56077,481,missing,missing,missing
2020-04-22,DC,NHPI,District of Columbia,432,11,missing,missing,missing
2020-04-22,DC,Other,District of Columbia,37294,missing,0,missing,missing
2020-04-22,DC,Total,District of Columbia,767197,3206,127,missing,missing
2020-04-22,DC,White,District of Columbia,273194,587,14,missing,missing
2020-04-22,DE,Other,Delaware,48509,missing,3,missing,missing
2020-04-22,DE,Total,Delaware,1094238,missing,19,missing,missing
2020-04-22,DE,White,Delaware,597763,missing,16,missing,missing
2020-04-22,FL,Black,Florida,3246381,4551,missing,missing,missing
2020-04-22,FL,Other,Florida,1564282,2347,missing,missing,missing
2020-04-22,FL,Total,Florida,27235427,27791,missing,missing,missing
2020-04-22,FL,White,Florida,12422961,13646,missing,missing,missing
2020-04-22,GA,AIAN,Georgia,50618,15,1,missing,missing
2020-04-22,GA,Asian,Georgia,479028,240,10,missing,missing
2020-04-22,GA,Black,Georgia,3320513,6336,438,missing,missing
2020-04-22,GA,Latinx,Georgia,1123457,1305,27,missing,missing
2020-04-22,GA,Other,Georgia,555059,240,3,missing,missing
2020-04-22,GA,Total,Georgia,11835365,21102,846,missing,missing
2020-04-22,GA,White,Georgia,5555483,4352,320,missing,missing
2020-04-22,HI,Asian,Hawaii,541902,139,missing,missing,missing
2020-04-22,HI,Black,Hawaii,23417,4,missing,missing,missing
2020-04-22,HI,Multiracial,Hawaii,368129,99,missing,missing,missing
2020-04-22,HI,NHPI,Hawaii,157445,58,missing,missing,missing
2020-04-22,HI,Other,Hawaii,26747,9,missing,missing,missing
2020-04-22,HI,Total,Hawaii,1594194,547,missing,missing,missing
2020-04-22,HI,White,Hawaii,333261,135,missing,missing,missing
2020-04-22,IA,Asian,Iowa,75629,232,missing,missing,missing
2020-04-22,IA,Black,Iowa,131972,517,missing,missing,missing
2020-04-22,IA,Other,Iowa,88720,52,missing,missing,missing
2020-04-22,IA,Total,Iowa,3406355,3748,missing,missing,missing
2020-04-22,IA,White,Iowa,2694521,2290,missing,missing,missing
2020-04-22,ID,Black,Idaho,15726,1,missing,missing,missing
2020-04-22,ID,NHPI,Idaho,3726,2,missing,missing,missing
2020-04-22,ID,Total,Idaho,2078513,56,missing,missing,missing
2020-04-22,ID,White,Idaho,1510360,41,missing,missing,missing
2020-04-22,IL,AIAN,Illinois,96498,50,1,missing,141
2020-04-22,IL,Asian,Illinois,754878,1244,62,missing,3487
2020-04-22,IL,Black,Illinois,1808271,8504,596,missing,21670
2020-04-22,IL,Latinx,Illinois,2337410,6195,181,missing,9958
2020-04-22,IL,Multiracial,Illinois,1144984,missing,missing,missing,0
2020-04-22,IL,NHPI,Illinois,4501,45,3,missing,84
2020-04-22,IL,Other,Illinois,1135149,1447,21,missing,7814
2020-04-22,IL,Total,Illinois,15149918,35108,1565,missing,164346
2020-04-22,IL,White,Illinois,7868227,8573,621,missing,38415
2020-04-22,IN,Asian,Indiana,167959,99,1,missing,missing
2020-04-22,IN,Black,Indiana,648513,2102,115,missing,missing
2020-04-22,IN,Other,Indiana,261312,1641,68,missing,missing
2020-04-22,IN,Total,Indiana,7339719,12438,661,missing,missing
2020-04-22,IN,White,Indiana,5241795,6144,432,missing,missing
2020-04-22,KS,AIAN,Kansas,30995,11,1,missing,86
2020-04-22,KS,Asian,Kansas,86273,37,0,missing,195
2020-04-22,KS,Black,Kansas,168809,343,35,missing,1027
2020-04-22,KS,Latinx,Kansas,382603,missing,missing,missing,0
2020-04-22,KS,Multiracial,Kansas,280507,missing,missing,missing,0
2020-04-22,KS,NHPI,Kansas,3412,missing,missing,missing,0
2020-04-22,KS,Other,Kansas,145422,50,0,missing,430
2020-04-22,KS,Total,Kansas,3320483,2211,110,missing,20203
2020-04-22,KS,White,Kansas,2222462,1366,65,missing,9575
2020-04-22,KY,AIAN,Kentucky,12801,1,missing,missing,missing
